user_id,transaction_date,username,email,age,subscription,region,city,product_category,price,status,store_id,raw_timestamp
1027,2026-02-11,,yashyadav@yahoo.com,35,Premium,East,Kolkata,Sports,1383.29,Pending,S103,2026-02-11 14:32:00
1028,2026-01-04,,kavyamishra@yahoo.com,28,Premium,North,Delhi,Clothing,190.33,,S101,2026-01-04 21:52:00
1029,2026-02-25,Ritika Verma,ritikaverma@hotmail.com,56,Free,North,Chandigarh,Books,4913.96,Cancelled,S101,2026-02-25 04:00:00
1030,2026-06-21,Aditya Kulkarni,adityakulkarni@yahoo.com,60,Premium,South,Hyderabad,Electronics,4857.56,,S102,2026-06-21 05:17:00
1031,2026-01-09,Sanya Sharma,sanyasharma@yahoo.com,38,Free,North,Delhi,Electronics,4831.77,Cancelled,S104,2026-01-09 02:30:00
1032,2026-01-23,Priya Nair,priyanair@outlook.com,41,Free,West,Pune,Grocery,804.94,Cancelled,S102,2026-01-23 02:37:00
1033,2026-05-07,Sourav Panda,souravpanda@outlook.com,57,Free,South,Chennai,Electronics,832.37,,S105,2026-05-07 04:58:00
1034,2026-01-08,Sourav Sahoo,souravsahoo@gmail.com,22,Premium,East,Kolkata,Books,305.12,Completed,S101,2026-01-08 20:34:00
1035,2026-05-09,Kavya Singh,kavyasingh@hotmail.com,49,Free,West,Ahmedabad,Books,4499.5,Cancelled,S101,2026-05-09 08:15:00
1036,2026-04-08,Harsh Sahoo,harshsahoo@outlook.com,34,Free,South,Chennai,Sports,476.03,Pending,S101,2026-04-08 19:09:00
1037,2026-05-05,Neha Das,nehadas@yahoo.com,60,Free,South,Bengaluru,Books,1416.99,Cancelled,S105,2026-05-05 09:29:00
1038,2026-05-02,Sanya Reddy,sanyareddy@gmail.com,48,Premium,North,Delhi,Grocery,185.77,,S102,2026-05-02 06:04:00
1039,2026-06-04,Aman Patel,amanpatel@outlook.com,23,Premium,North,Delhi,Clothing,4119.06,,S104,2026-06-04 12:01:00
1040,2026-03-30,Karan Sharma,karansharma@hotmail.com,37,Free,East,Bhubaneswar,Grocery,1942.92,Cancelled,S104,2026-03-30 03:59:00
1041,2026-04-11,Rahul Mohanty,rahulmohanty@gmail.com,20,Premium,North,Delhi,Books,2011.79,Cancelled,S101,2026-04-11 08:06:00
1042,2026-05-11,Vivaan Panda,vivaanpanda@yahoo.com,43,Free,North,Lucknow,Books,1646.45,Pending,S101,2026-05-11 01:59:00
1043,2026-01-13,Harsh Verma,harshverma@hotmail.com,26,Premium,North,Lucknow,Books,4568.34,Cancelled,S103,2026-01-13 09:16:00
1044,2026-06-21,Harsh Mohanty,harshmohanty@yahoo.com,26,Free,South,Hyderabad,Clothing,2032.4,,S105,2026-06-21 07:28:00
1045,2026-02-14,Yash Gupta,yashgupta@hotmail.com,31,Premium,East,Kolkata,Grocery,1775.58,Pending,S101,2026-02-14 23:55:00
1046,2026-01-16,Meera Verma,meeraverma@hotmail.com,39,Free,North,Lucknow,Sports,2540.91,Pending,S101,2026-01-16 08:57:00
1047,2026-02-02,Sneha Verma,snehaverma@hotmail.com,46,Premium,North,Delhi,Electronics,257.99,Completed,S104,2026-02-02 16:54:00
1048,2026-06-29,Sneha Sahoo,snehasahoo@gmail.com,45,Free,West,Ahmedabad,Sports,3272.01,Completed,S101,2026-06-29 04:14:00
1049,2026-03-06,Aman Yadav,amanyadav@gmail.com,23,Free,East,Patna,Electronics,2688.44,Cancelled,S105,2026-03-06 18:12:00
1050,2026-03-13,,aditidas@outlook.com,31,Premium,North,Lucknow,Sports,4798.81,Pending,S105,2026-03-13 07:01:00
1051,2026-03-07,Meera Mohanty,meeramohanty@yahoo.com,39,Free,South,Bengaluru,Books,1216.42,Completed,S103,2026-03-07 22:26:00
1052,2026-05-07,Isha Kulkarni,ishakulkarni@hotmail.com,28,Free,West,Mumbai,Books,4852.31,Pending,S103,2026-05-07 09:06:00
1053,2026-02-07,Pooja Reddy,poojareddy@outlook.com,17,Free,West,Ahmedabad,Books,,Completed,S101,2026-02-07 05:25:00
1054,2026-02-18,Sanya Yadav,sanyayadav@yahoo.com,45,Free,East,Bhubaneswar,Grocery,1009.01,,S103,2026-02-18 10:28:00
1055,2026-05-24,Karan Patel,karanpatel@gmail.com,38,Premium,South,Bengaluru,Books,4824.93,Completed,S101,2026-05-24 22:30:00
1056,2026-06-11,Rahul Gupta,rahulgupta@hotmail.com,41,Free,South,Bengaluru,Books,2112.93,Completed,S104,2026-06-11 02:51:00
1057,2026-03-11,Yash Sharma,yashsharma@yahoo.com,18,Premium,North,Lucknow,Grocery,1741.36,Cancelled,S103,2026-03-11 00:46:00
1058,2026-04-30,Ayush Joshi,,32,Premium,South,Hyderabad,Books,4774.16,Pending,S104,2026-04-30 05:00:00
1059,2026-04-03,Harsh Das,harshdas@outlook.com,48,Free,North,Lucknow,Books,3940.78,Pending,S102,2026-04-03 13:04:00
1060,2026-01-19,Ritika Sharma,ritikasharma@hotmail.com,22,Premium,South,Bengaluru,Books,1397.97,,S102,2026-01-19 07:08:00
1061,2026-03-17,Meera Reddy,meerareddy@outlook.com,32,Premium,West,Pune,Clothing,1469.04,,S102,2026-03-17 05:15:00
1062,2026-04-12,Sneha Mishra,snehamishra@yahoo.com,49,Free,North,Delhi,Electronics,1333.1,,S101,2026-04-12 03:00:00
1063,2026-01-31,,divyasingh@hotmail.com,53,Free,North,Delhi,Electronics,346.92,Cancelled,S105,2026-01-31 05:28:00
1064,2026-01-10,Pooja Das,poojadas@gmail.com,29,Premium,North,Delhi,Electronics,1906.67,Pending,S101,2026-01-10 10:26:00
1065,2026-05-21,Kavya Gupta,kavyagupta@outlook.com,41,Free,West,Pune,Sports,2469.18,Completed,S102,2026-05-21 12:44:00
1066,2026-05-26,Priya Verma,priyaverma@yahoo.com,17,Premium,West,Pune,Clothing,4430.1,,S104,2026-05-26 06:00:00
1067,2026-04-04,Meera Yadav,meerayadav@outlook.com,16,Free,South,Hyderabad,Sports,2358.44,Pending,S104,2026-04-04 02:36:00
1068,2026-02-11,Pooja Yadav,poojayadav@yahoo.com,22,Premium,North,Lucknow,Books,2653.68,Pending,S103,2026-02-11 04:53:00
1069,2026-06-08,Vivaan Yadav,vivaanyadav@hotmail.com,56,Free,South,Bengaluru,Sports,3472.26,,S105,2026-06-08 06:53:00
1070,2026-04-02,Ashutosh Mishra,,28,Free,East,Bhubaneswar,Sports,702.98,Completed,S103,2026-04-02 03:24:00
1071,2026-04-10,Nikhil Panda,nikhilpanda@yahoo.com,44,Free,East,Bhubaneswar,Electronics,3328.33,Completed,S105,2026-04-10 15:29:00
1072,2026-01-18,Sneha Reddy,snehareddy@hotmail.com,21,Premium,South,Bengaluru,Sports,729.43,Completed,S101,2026-01-18 20:08:00
1073,2026-04-07,Aditya Yadav,adityayadav@yahoo.com,17,Free,West,Ahmedabad,Sports,3298.45,Completed,S102,2026-04-07 04:56:00
1074,2026-03-31,Ashutosh Das,ashutoshdas@outlook.com,36,Premium,East,Kolkata,Books,3091.18,Pending,S103,2026-03-31 16:58:00
1075,2026-02-20,Ashutosh Singh,ashutoshsingh@yahoo.com,33,Premium,North,Delhi,Books,992.27,Pending,S103,2026-02-20 03:49:00
1076,2026-05-18,Sourav Sharma,souravsharma@yahoo.com,39,Premium,West,Pune,Books,3185.9,Cancelled,S105,2026-05-18 04:23:00
1077,2026-05-13,Neha Sahoo,nehasahoo@gmail.com,53,Premium,West,Pune,Electronics,1342.9,Completed,S102,2026-05-13 04:18:00
1078,2026-05-06,Pooja Kulkarni,poojakulkarni@hotmail.com,17,Free,West,Mumbai,Electronics,1213.57,Cancelled,S103,2026-05-06 03:33:00
1079,2026-04-04,Isha Nair,ishanair@outlook.com,24,Free,East,Kolkata,Clothing,3157.25,Pending,S104,2026-04-04 03:04:00
1080,2026-06-15,Ritika Mishra,ritikamishra@yahoo.com,54,Premium,West,Mumbai,Sports,4122.32,,S102,2026-06-15 05:57:00
1081,2026-01-15,Aarav Sharma,aaravsharma@gmail.com,55,Free,East,Kolkata,Clothing,4567.54,,S102,2026-01-15 16:38:00
1082,2026-03-18,Ritika Nair,ritikanair@hotmail.com,46,Free,North,Delhi,Books,3167.22,,S104,2026-03-18 02:47:00
1083,2026-01-10,Ritika Reddy,ritikareddy@outlook.com,60,Premium,East,Patna,Electronics,704.01,Cancelled,S105,2026-01-10 21:27:00
1084,2026-05-10,Kavya Sahoo,kavyasahoo@yahoo.com,31,Free,East,Kolkata,Clothing,174.62,Cancelled,S102,2026-05-10 12:21:00
1085,2026-05-16,Pooja Singh,poojasingh@hotmail.com,43,Free,South,Chennai,Sports,3518.33,Cancelled,S102,2026-05-16 12:39:00
1086,2026-02-06,Karan Mishra,,24,Free,East,Bhubaneswar,Electronics,,Completed,S101,2026-02-06 18:48:00
1087,2026-03-05,Isha Singh,ishasingh@gmail.com,18,Free,South,Bengaluru,Grocery,1108.04,,S101,2026-03-05 04:06:00
1088,2026-03-31,Simran Sahoo,simransahoo@outlook.com,39,Premium,North,Delhi,Sports,1357.84,,S103,2026-03-31 19:47:00
1089,2026-05-01,Aarav Sahoo,,29,Free,West,Pune,Sports,3552.83,Cancelled,S102,2026-05-01 13:00:00
1090,2026-05-06,Sourav Singh,souravsingh@yahoo.com,27,Premium,West,Pune,Sports,568.88,Cancelled,S105,2026-05-06 08:36:00
1091,2026-06-12,Karan Das,karandas@outlook.com,60,Free,East,Kolkata,Grocery,3857.37,Cancelled,S101,2026-06-12 12:59:00
1092,2026-03-19,Aditi Yadav,aditiyadav@gmail.com,48,Free,North,Delhi,Books,1389.66,Pending,S104,2026-03-19 04:34:00
1093,2026-06-19,Pooja Sahoo,poojasahoo@gmail.com,45,Premium,East,Bhubaneswar,Grocery,2813.31,Pending,S102,2026-06-19 10:29:00
1094,2026-02-09,Ritika Yadav,ritikayadav@outlook.com,54,Premium,East,Patna,Clothing,4876.36,Pending,S103,2026-02-09 06:16:00
1095,2026-02-07,Harsh Patel,harshpatel@outlook.com,43,Premium,South,Bengaluru,Clothing,3994.95,Completed,S101,2026-02-07 08:13:00
1096,2026-02-26,Riya Verma,,45,Free,South,Hyderabad,Clothing,2552.38,Cancelled,S105,2026-02-26 23:25:00
1097,2026-06-20,Aarav Mohanty,aaravmohanty@outlook.com,57,Free,South,Bengaluru,Clothing,3638.88,Completed,S104,2026-06-20 13:20:00
1098,2026-06-11,Priya Kulkarni,priyakulkarni@gmail.com,46,Premium,South,Hyderabad,Electronics,866.65,,S105,2026-06-11 21:42:00
1099,2026-05-06,Yash Panda,yashpanda@outlook.com,32,Free,West,Pune,Clothing,4550.14,Pending,S105,2026-05-06 11:06:00
1100,2026-04-05,Tanvi Joshi,tanvijoshi@hotmail.com,45,Free,West,Ahmedabad,Clothing,2656.27,,S105,2026-04-05 03:46:00
1101,2026-01-20,Pooja Gupta,poojagupta@gmail.com,60,Premium,West,Mumbai,Sports,2151.05,Cancelled,S101,2026-01-20 07:19:00
1102,2026-02-19,Simran Verma,simranverma@hotmail.com,30,Free,West,Ahmedabad,Grocery,2398.88,,S104,2026-02-19 09:48:00
1103,2026-06-30,Nikhil Kulkarni,nikhilkulkarni@outlook.com,43,Free,East,Bhubaneswar,Books,1943.13,Completed,S103,2026-06-30 11:15:00
1104,2026-04-03,Ritika Das,ritikadas@yahoo.com,40,Free,West,Ahmedabad,Electronics,848.49,Cancelled,S102,2026-04-03 16:53:00
1105,2026-01-26,Kavya Sharma,kavyasharma@outlook.com,27,Premium,North,Chandigarh,Grocery,2934.59,Pending,S102,2026-01-26 12:50:00
1106,2026-05-07,Nikhil Mishra,nikhilmishra@gmail.com,44,Free,North,Delhi,Sports,3494.68,Completed,S103,2026-05-07 13:14:00
1107,2026-06-29,Divya Mishra,divyamishra@hotmail.com,50,Free,South,Bengaluru,Clothing,2507.72,Cancelled,S104,2026-06-29 22:36:00
1108,2026-01-20,Ashutosh Kulkarni,ashutoshkulkarni@yahoo.com,57,Free,South,Hyderabad,Electronics,984.54,Completed,S103,2026-01-20 03:32:00
1109,2026-01-25,Ashutosh Reddy,,46,Free,East,Bhubaneswar,Grocery,4322.28,,S103,2026-01-25 13:16:00
1110,2026-03-11,Divya Das,divyadas@yahoo.com,29,Premium,North,Chandigarh,Electronics,4377.53,Cancelled,S102,2026-03-11 10:45:00
1111,2026-05-27,,ananyamishra@gmail.com,16,Free,South,Hyderabad,Clothing,343.53,,S105,2026-05-27 21:03:00
1112,2026-01-11,Simran Nair,simrannair@hotmail.com,27,Free,West,Mumbai,Clothing,3368.31,Completed,S104,2026-01-11 03:58:00
1113,2026-03-08,Yash Kulkarni,yashkulkarni@gmail.com,18,Premium,North,Chandigarh,Electronics,4326.01,,S105,2026-03-08 20:37:00
1114,2026-06-28,Vivaan Reddy,vivaanreddy@gmail.com,16,Premium,South,Hyderabad,Sports,4601.29,Pending,S104,2026-06-28 13:35:00
1115,2026-01-02,Arjun Patel,arjunpatel@hotmail.com,21,Free,West,Pune,Electronics,145.7,Pending,S104,2026-01-02 00:17:00
1116,2026-06-27,Harsh Joshi,harshjoshi@outlook.com,21,Premium,West,Pune,Sports,4291.93,,S104,2026-06-27 21:59:00
1117,2026-06-25,,riyadas@gmail.com,35,Premium,West,Ahmedabad,Sports,,Pending,S104,2026-06-25 19:03:00
1118,2026-06-15,Neha Gupta,nehagupta@hotmail.com,46,Premium,West,Pune,Books,903.73,Cancelled,S105,2026-06-15 10:18:00
1119,2026-06-03,Abhishek Sahoo,abhisheksahoo@yahoo.com,31,Premium,West,Mumbai,Books,4179.86,,S105,2026-06-03 07:51:00
1120,2026-01-11,Sanya Das,sanyadas@gmail.com,52,Free,East,Patna,Grocery,1513.76,,S103,2026-01-11 17:05:00
1121,2026-06-05,Nikhil Nair,nikhilnair@hotmail.com,29,Premium,East,Bhubaneswar,Sports,382.05,Completed,S104,2026-06-05 14:34:00
1122,2026-03-24,Aditya Nair,adityanair@yahoo.com,28,Free,North,Chandigarh,Clothing,2435.27,Completed,S102,2026-03-24 22:18:00
1123,2026-01-12,Isha Joshi,ishajoshi@yahoo.com,22,Premium,East,Kolkata,Books,4620.83,Completed,S102,2026-01-12 10:38:00
1124,2026-05-25,,aaravgupta@yahoo.com,32,Premium,West,Mumbai,Books,2482.95,Completed,S104,2026-05-25 18:52:00
1125,2026-01-22,Pooja Mishra,poojamishra@yahoo.com,39,Premium,East,Bhubaneswar,Books,,Completed,S105,2026-01-22 20:25:00
1126,2026-05-10,Yash Patel,yashpatel@gmail.com,26,Premium,West,Ahmedabad,Clothing,2026.28,Pending,S102,2026-05-10 01:16:00
1127,2026-01-26,,ishasharma@gmail.com,28,Premium,South,Bengaluru,Sports,809.51,,S101,2026-01-26 15:20:00
1128,2026-03-03,Isha Das,ishadas@hotmail.com,16,Premium,East,Bhubaneswar,Clothing,4057.01,Completed,S102,2026-03-03 07:04:00
1129,2026-04-09,Yash Joshi,yashjoshi@yahoo.com,44,Premium,South,Bengaluru,Grocery,4227.02,Pending,S104,2026-04-09 03:40:00
1130,2026-02-07,Isha Mishra,ishamishra@yahoo.com,42,Premium,South,Hyderabad,Clothing,2250.96,Pending,S101,2026-02-07 08:36:00
1131,2026-01-15,Ashutosh Patel,ashutoshpatel@yahoo.com,29,Premium,East,Patna,Grocery,3191.9,Completed,S103,2026-01-15 06:23:00
1132,2026-02-11,Meera Das,meeradas@outlook.com,34,Free,North,Lucknow,Electronics,381.66,,S105,2026-02-11 10:32:00
1133,2026-03-12,Divya Nair,divyanair@yahoo.com,27,Free,South,Bengaluru,Clothing,2899.57,Pending,S105,2026-03-12 02:53:00
1134,2026-06-21,Pooja Mohanty,poojamohanty@hotmail.com,53,Premium,East,Patna,Clothing,3568.01,Completed,S101,2026-06-21 22:46:00
1135,2026-05-07,Sourav Verma,souravverma@gmail.com,46,Free,North,Chandigarh,Grocery,542.62,Pending,S102,2026-05-07 18:53:00
1136,2026-04-25,Karan Mohanty,karanmohanty@yahoo.com,38,Free,North,Chandigarh,Grocery,,,S105,2026-04-25 01:18:00
1137,2026-03-04,Harsh Reddy,harshreddy@hotmail.com,27,Free,East,Kolkata,Electronics,4840.39,Cancelled,S103,2026-03-04 17:52:00
1138,2026-03-03,Arjun Yadav,arjunyadav@outlook.com,22,Free,South,Hyderabad,Electronics,3542.96,Cancelled,S101,2026-03-03 14:31:00
1139,2026-06-01,Aman Nair,amannair@yahoo.com,58,Premium,East,Patna,Books,1214.42,Pending,S101,2026-06-01 20:24:00
1140,2026-04-13,Abhishek Verma,abhishekverma@gmail.com,43,Premium,North,Lucknow,Books,1277.85,Completed,S103,2026-04-13 16:09:00
1141,2026-01-28,Kavya Yadav,kavyayadav@yahoo.com,43,Free,West,Pune,Sports,,Completed,S102,2026-01-28 04:26:00
1142,2026-06-14,Aditi Sahoo,aditisahoo@hotmail.com,55,Premium,West,Mumbai,Sports,3142.54,Completed,S105,2026-06-14 03:16:00
1143,2026-03-20,Arjun Nair,arjunnair@gmail.com,19,Premium,North,Delhi,Electronics,1803.01,,S105,2026-03-20 17:59:00
1144,2026-01-23,Rohan Yadav,rohanyadav@yahoo.com,45,Free,North,Delhi,Books,3727.98,Pending,S105,2026-01-23 22:23:00
1145,2026-02-26,Nikhil Das,nikhildas@hotmail.com,53,Premium,East,Bhubaneswar,Electronics,1025.14,Cancelled,S102,2026-02-26 07:20:00
1146,2026-01-15,Nikhil Gupta,nikhilgupta@hotmail.com,20,Premium,East,Bhubaneswar,Books,3883.43,Completed,S105,2026-01-15 12:53:00
1147,2026-03-28,Sanya Gupta,sanyagupta@gmail.com,28,Premium,East,Bhubaneswar,Sports,3374.39,Completed,S104,2026-03-28 08:50:00
1148,2026-05-30,Ritika Mohanty,ritikamohanty@outlook.com,52,Free,South,Hyderabad,Books,675.49,Cancelled,S105,2026-05-30 19:07:00
1149,2026-04-01,Aditi Panda,aditipanda@hotmail.com,40,Premium,North,Lucknow,Electronics,2014.35,,S104,2026-04-01 14:19:00
1150,2026-03-01,Karan Nair,karannair@yahoo.com,36,Free,South,Hyderabad,Grocery,530.86,Pending,S104,2026-03-01 00:01:00
1151,2026-06-08,Vivaan Das,vivaandas@hotmail.com,49,Premium,North,Chandigarh,Books,4991.81,,S103,2026-06-08 01:38:00
1152,2026-05-24,Kavya Patel,kavyapatel@outlook.com,28,Premium,South,Hyderabad,Books,4649.22,,S104,2026-05-24 19:57:00
1153,2026-05-12,Aman Gupta,amangupta@gmail.com,34,Premium,West,Pune,Sports,960.37,,S102,2026-05-12 16:18:00
1154,2026-05-26,Rahul Nair,rahulnair@outlook.com,18,Premium,West,Pune,Electronics,4969.37,Completed,S103,2026-05-26 22:44:00
1155,2026-02-14,Yash Das,yashdas@hotmail.com,33,Free,West,Mumbai,Sports,2539.52,Pending,S104,2026-02-14 19:07:00
1156,2026-06-06,Rohan Mishra,,57,Free,South,Chennai,Sports,2210.04,Cancelled,S102,2026-06-06 22:15:00
1157,2026-01-14,Arjun Panda,arjunpanda@gmail.com,18,Premium,South,Bengaluru,Electronics,1178.23,Pending,S102,2026-01-14 07:02:00
1158,2026-04-18,Karan Yadav,karanyadav@outlook.com,47,Free,South,Chennai,Clothing,3052.51,,S105,2026-04-18 07:26:00
1159,2026-02-13,Ananya Verma,,34,Premium,West,Mumbai,Sports,1856.14,Cancelled,S101,2026-02-13 10:34:00
1160,2026-03-31,Tanvi Verma,tanviverma@yahoo.com,45,Premium,West,Pune,Grocery,2813.82,Pending,S104,2026-03-31 01:17:00
1161,2026-03-03,Aditya Singh,adityasingh@yahoo.com,41,Premium,South,Chennai,Sports,880.19,Pending,S103,2026-03-03 15:32:00
1162,2026-04-23,Rahul Singh,rahulsingh@hotmail.com,31,Premium,North,Chandigarh,Sports,2979.06,Pending,S102,2026-04-23 03:43:00
1163,2026-05-26,Sourav Patel,souravpatel@yahoo.com,21,Free,West,Ahmedabad,Clothing,,Cancelled,S102,2026-05-26 21:57:00
1164,2026-03-21,Nikhil Yadav,nikhilyadav@yahoo.com,41,Premium,East,Kolkata,Grocery,530.91,,S104,2026-03-21 20:56:00
1165,2026-06-19,Ritika Panda,ritikapanda@outlook.com,17,Premium,North,Chandigarh,Clothing,3485.67,,S103,2026-06-19 20:06:00
1166,2026-02-11,,arjundas@outlook.com,25,Premium,West,Ahmedabad,Electronics,2210.44,Cancelled,S102,2026-02-11 18:53:00
1167,2026-06-25,Sneha Joshi,snehajoshi@hotmail.com,23,Premium,South,Hyderabad,Electronics,2918.85,Completed,S102,2026-06-25 21:07:00
1168,2026-06-27,Vivaan Sahoo,vivaansahoo@yahoo.com,55,Free,West,Pune,Grocery,3745.27,Completed,S103,2026-06-27 13:28:00
1169,2026-06-22,Abhishek Nair,abhisheknair@hotmail.com,24,Premium,East,Bhubaneswar,Clothing,2608.22,Completed,S105,2026-06-22 08:11:00
1170,2026-04-02,Ayush Kulkarni,ayushkulkarni@outlook.com,56,Premium,West,Mumbai,Clothing,1801.42,Pending,S104,2026-04-02 21:30:00
1171,2026-03-31,Sneha Mohanty,,25,Free,East,Patna,Grocery,3520.44,Completed,S105,2026-03-31 13:48:00
1172,2026-01-30,Karan Kulkarni,karankulkarni@outlook.com,47,Free,South,Bengaluru,Electronics,,Completed,S103,2026-01-30 09:12:00
1173,2026-04-30,Arjun Mohanty,arjunmohanty@yahoo.com,51,Free,North,Lucknow,Electronics,2889.01,Completed,S104,2026-04-30 15:05:00
1174,2026-02-18,Neha Mohanty,nehamohanty@yahoo.com,38,Free,South,Chennai,Grocery,3940.99,Cancelled,S102,2026-02-18 02:08:00
1175,2026-02-17,Harsh Sharma,harshsharma@gmail.com,59,Free,North,Lucknow,Electronics,4813.91,Cancelled,S105,2026-02-17 10:24:00
1176,2026-03-03,Divya Gupta,divyagupta@yahoo.com,56,Premium,North,Lucknow,Electronics,382.84,Pending,S104,2026-03-03 13:31:00
1177,2026-02-28,Harsh Mishra,harshmishra@yahoo.com,41,Free,East,Patna,Electronics,901.83,,S104,2026-02-28 06:13:00
1178,2026-03-14,Harsh Gupta,,42,Premium,South,Bengaluru,Electronics,,,S101,2026-03-14 21:52:00
1179,2026-04-28,Aarav Reddy,aaravreddy@yahoo.com,56,Free,North,Chandigarh,Books,2199.04,Completed,S101,2026-04-28 23:43:00
1180,2026-06-18,Neha Joshi,nehajoshi@yahoo.com,37,Free,North,Lucknow,Clothing,3272.05,Pending,S104,2026-06-18 22:05:00
1181,2026-03-03,Rohan Kulkarni,rohankulkarni@yahoo.com,23,Free,North,Chandigarh,Clothing,2867.59,Pending,S105,2026-03-03 23:07:00
1182,2026-05-06,Sneha Panda,snehapanda@yahoo.com,50,Free,North,Chandigarh,Sports,1212.25,Completed,S104,2026-05-06 21:04:00
1183,2026-05-12,Simran Reddy,simranreddy@outlook.com,41,Free,West,Ahmedabad,Clothing,600.26,,S101,2026-05-12 04:23:00
1184,2026-03-18,,,21,Free,East,Bhubaneswar,Sports,690.63,Completed,S103,2026-03-18 05:23:00
1185,2026-02-01,Harsh Panda,harshpanda@yahoo.com,49,Premium,West,Pune,Books,1272.57,Completed,S105,2026-02-01 11:06:00
1186,2026-02-19,Pooja Patel,poojapatel@gmail.com,53,Premium,North,Lucknow,Electronics,,Completed,S104,2026-02-19 03:04:00
1187,2026-05-31,Simran Das,simrandas@outlook.com,60,Premium,South,Bengaluru,Books,4389.48,Completed,S101,2026-05-31 10:09:00
1188,2026-02-16,Ashutosh Nair,ashutoshnair@hotmail.com,54,Premium,West,Mumbai,Books,3140.06,Pending,S104,2026-02-16 12:14:00
1189,2026-02-13,Isha Gupta,ishagupta@outlook.com,37,Premium,West,Mumbai,Books,4113.98,Cancelled,S103,2026-02-13 00:21:00
1190,2026-02-07,Aman Reddy,amanreddy@yahoo.com,40,Premium,West,Ahmedabad,Electronics,3662.12,Cancelled,S103,2026-02-07 18:36:00
1136,2026-04-25,Karan Mohanty,karanmohanty@yahoo.com,38,Free,North,Chandigarh,Grocery,,,S105,2026-04-25 01:18:00
