customer_id,first_name,last_name,email,region,signup_date
CUST000054,Vihaan,Patel,,South,2026-09-18
CUST000055,Riya,Sharma,riya.sharma55@example.com,Central,2027-07-06
CUST000056,Kabir,Patel,kabir.patel56@example.com,North,2027-11-12
CUST000057,Ishaan,Kapoor,ishaan.kapoor57@example.com,North,2026-11-04
CUST000058,Diya,Kapoor,diya.kapoor58@example.com,West,2026-12-01
CUST000059,Diya,Rao,diya.rao59@example.com,South,2026-07-16
CUST000060,Priya,Kapoor,priya.kapoor60@example.com,South,2027-09-23
CUST000061,Diya,Patel,diya.patel61@example.com,Central,2026-01-01
CUST000062,Diya,Reddy,diya.reddy62@example.com,West,2027-08-17
CUST000063,Ishaan,Singh,ishaan.singh63@example.com,West,2027-03-29
CUST000064,Anika,Das,anika.das64@example.com,South,2027-11-06
CUST000065,Diya,Rao,diya.rao65@example.com,Central,2026-12-10
CUST000066,Ayaan,Kapoor,ayaan.kapoor66@example.com,East,2026-08-19
CUST000067,Arjun,Sharma,arjun.sharma67@example.com,North,2026-09-08
CUST000068,Aditya,Singh,aditya.singh68@example.com,West,2027-10-07
CUST000069,Reyansh,Joshi,reyansh.joshi69@example.com,West,2027-05-22
CUST000070,Ayaan,Gupta,ayaan.gupta70@example.com,North,2026-04-20
CUST000071,Ayaan,Gupta,ayaan.gupta71@example.com,Central,2027-04-21
CUST000072,Ayaan,Bhat,ayaan.bhat72@example.com,North,2027-04-13
CUST000073,Saanvi,Kapoor,saanvi.kapoor73@example.com,Central,2027-07-27
CUST000074,Ishaan,Das,ishaan.das74@example.com,West,2027-09-20
CUST000075,Riya,Chowdhury,riya.chowdhury75@example.com,Central,2027-04-02
CUST000076,Anika,Singh,anika.singh76@example.com,East,2026-09-11
CUST000077,Ananya,Das,ananya.das77@example.com,Central,2027-05-12
CUST000078,Ayaan,Iyer,ayaan.iyer78@example.com,West,2026-03-21
CUST000079,Ayaan,Iyer,ayaan.iyer79@example.com,East,2026-11-24
CUST000080,Aditya,Gupta,aditya.gupta80@example.com,South,2026-08-25
CUST000081,Arjun,Joshi,arjun.joshi81@example.com,South,2026-03-07
CUST000082,Riya,Nair,riya.nair82@example.com,Central,2027-04-23
CUST000083,Vivaan,Reddy,vivaan.reddy83@example.com,West,2027-02-03
CUST000084,Aarav,Chowdhury,aarav.chowdhury84@example.com,Central,2027-01-25
CUST000085,Aarav,Nair,aarav.nair85@example.com,East,2027-02-04
CUST000086,Ayaan,Singh,ayaan.singh86@example.com,South,2026-10-07
CUST000087,Anika,Sharma,anika.sharma87@example.com,West,2026-12-11
CUST000088,Sai,Chowdhury,sai.chowdhury88@example.com,West,2026-05-11
CUST000089,Aarav,Bhat,aarav.bhat89@example.com,West,2027-08-30
CUST000090,Aarav,Verma,aarav.verma90@example.com,West,2026-05-19
CUST000091,Sai,Sharma,sai.sharma91@example.com,East,2027-01-24
CUST000092,Reyansh,Singh,reyansh.singh92@example.com,East,2026-12-12
CUST000093,Ananya,Das,ananya.das93@example.com,West,2026-09-16
CUST000094,Anika,Sharma,anika.sharma94@example.com,Central,2026-02-23
CUST000095,Ayaan,Kapoor,ayaan.kapoor95@example.com,North,2027-10-30
CUST000096,Aarav,Reddy,aarav.reddy96@example.com,South,2026-01-21
CUST000097,Arjun,Reddy,arjun.reddy97@example.com,South,2027-04-30
CUST000098,Reyansh,Singh,reyansh.singh98@example.com,East,2027-01-13
CUST000099,Vihaan,Das,vihaan.das99@example.com,South,2026-11-15
CUST000100,Aarav,Bhat,aarav.bhat100@example.com,East,2027-08-13
CUST000101,Priya,Joshi,priya.joshi101@example.com,South,2026-03-19
CUST000102,Ayaan,Verma,ayaan.verma102@example.com,East,2027-12-02
CUST000103,Vihaan,Das,vihaan.das103@example.com,Central,2026-02-12
CUST000104,Riya,Kapoor,riya.kapoor104@example.com,East,2026-03-12
CUST000105,Ishaan,Sharma,ishaan.sharma105@example.com,West,2027-05-17
CUST000106,Riya,Nair,riya.nair106@example.com,West,2026-06-06
CUST000107,Sai,Joshi,,East,2027-09-23
CUST000108,Anika,Singh,anika.singh108@example.com,West,2027-08-30
CUST000109,Ishaan,Chowdhury,ishaan.chowdhury109@example.com,South,2026-03-30
CUST000110,Saanvi,Reddy,saanvi.reddy110@example.com,West,2027-08-07
CUST000111,Priya,Nair,priya.nair111@example.com,North,2027-05-22
CUST000112,Sai,Singh,sai.singh112@example.com,South,2026-12-30
CUST000113,Ishaan,Iyer,ishaan.iyer113@example.com,Central,2026-10-10
CUST000114,Aarav,Rao,aarav.rao114@example.com,South,2026-03-29
CUST000115,Riya,Singh,riya.singh115@example.com,Central,2026-09-04
CUST000116,Anika,Singh,anika.singh116@example.com,North,2026-04-06
CUST000117,Ayaan,Patel,ayaan.patel117@example.com,South,2026-11-10
CUST000118,Kabir,Singh,,Central,2026-12-19
CUST000119,Ishaan,Nair,ishaan.nair119@example.com,West,2026-10-05
CUST000120,Ananya,Reddy,ananya.reddy120@example.com,North,2026-07-17
CUST000121,Vihaan,Joshi,vihaan.joshi121@example.com,Central,2026-07-09
CUST000122,Reyansh,Joshi,reyansh.joshi122@example.com,West,2026-10-11
CUST000123,Diya,Verma,diya.verma123@example.com,South,2026-10-31
CUST000124,Kabir,Gupta,kabir.gupta124@example.com,East,2026-01-15
CUST000125,Arjun,Iyer,arjun.iyer125@example.com,North,2026-02-25
CUST000126,Diya,Joshi,diya.joshi126@example.com,South,2027-10-16
CUST000127,Vihaan,Chowdhury,vihaan.chowdhury127@example.com,North,2027-08-11
CUST000128,Anika,Singh,anika.singh128@example.com,West,2026-12-15
CUST000129,Vivaan,Iyer,vivaan.iyer129@example.com,West,2026-04-27
CUST000130,Priya,Singh,priya.singh130@example.com,North,2027-08-14
CUST000131,Vivaan,Gupta,vivaan.gupta131@example.com,South,2027-07-31
CUST000132,Aditya,Reddy,aditya.reddy132@example.com,North,2027-07-26
CUST000133,Ayaan,Das,ayaan.das133@example.com,Central,2027-01-25
CUST000134,Saanvi,Iyer,saanvi.iyer134@example.com,Central,2027-03-16
CUST000135,Vivaan,Mehta,vivaan.mehta135@example.com,North,2026-08-01
CUST000136,Reyansh,Iyer,reyansh.iyer136@example.com,North,2026-06-10
CUST000137,Sai,Rao,sai.rao137@example.com,North,2026-06-10
CUST000138,Riya,Singh,riya.singh138@example.com,Central,2027-04-27
CUST000139,Vivaan,Reddy,vivaan.reddy139@example.com,East,2026-10-17
CUST000140,Aditya,Kapoor,aditya.kapoor140@example.com,South,2026-09-28
CUST000141,Reyansh,Patel,reyansh.patel141@example.com,North,2027-07-12
CUST000142,Arjun,Bhat,arjun.bhat142@example.com,East,2026-05-26
CUST000143,Vivaan,Gupta,vivaan.gupta143@example.com,East,2027-09-02
CUST000144,Diya,Singh,diya.singh144@example.com,North,2027-04-25
CUST000145,Priya,Iyer,priya.iyer145@example.com,Central,2027-07-07
CUST000146,Saanvi,Verma,saanvi.verma146@example.com,Central,2026-02-10
CUST000147,Ishaan,Mehta,ishaan.mehta147@example.com,East,2026-01-27
CUST000148,Ayaan,Kapoor,ayaan.kapoor148@example.com,Central,2027-08-25
CUST000149,Ananya,Mehta,ananya.mehta149@example.com,North,2026-06-29
CUST000150,Saanvi,Bhat,saanvi.bhat150@example.com,East,2026-07-05
CUST000151,Riya,Kapoor,riya.kapoor151@example.com,West,2026-04-04
CUST000152,Kabir,Patel,kabir.patel152@example.com,East,2026-11-25
CUST000153,Sai,Nair,sai.nair153@example.com,West,2027-05-23
CUST000154,Priya,Chowdhury,priya.chowdhury154@example.com,Central,2026-02-07
CUST000155,Aditya,Nair,aditya.nair155@example.com,East,2026-11-28
CUST000156,Priya,Chowdhury,priya.chowdhury156@example.com,Central,2026-01-02
CUST000157,Saanvi,Patel,saanvi.patel157@example.com,North,2026-07-12
CUST000158,Kabir,Mehta,kabir.mehta158@example.com,West,2027-10-03
CUST000159,Vivaan,Reddy,vivaan.reddy159@example.com,East,2027-07-17
CUST000160,Diya,Singh,diya.singh160@example.com,West,2026-05-05
CUST000161,Ayaan,Joshi,ayaan.joshi161@example.com,South,2026-11-15
CUST000162,Aarav,Rao,aarav.rao162@example.com,West,2026-04-06
CUST000163,Vihaan,Singh,vihaan.singh163@example.com,North,2027-10-26
CUST000164,Anika,Bhat,anika.bhat164@example.com,East,2027-06-06
CUST000165,Riya,Chowdhury,riya.chowdhury165@example.com,West,2027-04-29
CUST000166,Saanvi,Rao,saanvi.rao166@example.com,South,2027-01-28
CUST000167,Arjun,Chowdhury,arjun.chowdhury167@example.com,North,2026-10-10
CUST000168,Ishaan,Bhat,ishaan.bhat168@example.com,Central,2026-10-01
CUST000169,Diya,Joshi,diya.joshi169@example.com,East,2027-08-25
CUST000170,Anika,Chowdhury,anika.chowdhury170@example.com,South,2027-04-03
CUST000171,Anika,Nair,anika.nair171@example.com,East,2027-07-20
CUST000172,Priya,Singh,priya.singh172@example.com,East,2026-07-13
CUST000173,Priya,Reddy,priya.reddy173@example.com,West,2026-02-14
CUST000174,Anika,Joshi,anika.joshi174@example.com,West,2027-01-31
CUST000175,Arjun,Singh,arjun.singh175@example.com,North,2026-05-10
CUST000176,Ishaan,Chowdhury,ishaan.chowdhury176@example.com,North,2027-03-27
CUST000177,Saanvi,Sharma,saanvi.sharma177@example.com,South,2027-02-24
CUST000178,Arjun,Verma,arjun.verma178@example.com,West,2026-09-29
CUST000179,Priya,Kapoor,priya.kapoor179@example.com,North,2026-12-03
CUST000180,Priya,Nair,priya.nair180@example.com,West,2027-07-09
CUST000181,Aditya,Reddy,aditya.reddy181@example.com,East,2026-08-21
CUST000182,Riya,Verma,riya.verma182@example.com,North,2027-03-31
CUST000183,Diya,Bhat,diya.bhat183@example.com,North,2026-02-17
CUST000184,Vivaan,Iyer,vivaan.iyer184@example.com,East,2027-01-19
CUST000185,Arjun,Reddy,arjun.reddy185@example.com,Central,2027-02-26
CUST000186,Sai,Gupta,sai.gupta186@example.com,South,2026-03-22
CUST000187,Priya,Mehta,priya.mehta187@example.com,South,2027-05-25
CUST000188,Arjun,Reddy,arjun.reddy188@example.com,West,2027-10-16
CUST000189,Saanvi,Iyer,saanviiyergmail.com,West,2026-10-22
CUST000190,Sai,Verma,sai.verma190@example.com,West,2026-12-20
CUST000191,Diya,Kapoor,diya.kapoor191@example.com,West,2026-09-14
CUST000192,Diya,Reddy,diya.reddy192@example.com,West,2027-05-10
CUST000193,Ayaan,Patel,ayaan.patel193@example.com,Central,2027-01-03
CUST000194,Diya,Joshi,diya.joshi194@example.com,East,2026-01-23
CUST000195,Priya,Iyer,priya.iyer195@example.com,North,2027-08-03
CUST000196,Anika,Chowdhury,anika.chowdhury196@example.com,East,2026-08-24
CUST000197,Kabir,Reddy,kabir.reddy197@example.com,South,2027-09-28
CUST000198,Arjun,Kapoor,arjun.kapoor198@example.com,North,2027-10-05
CUST000199,Vivaan,Iyer,vivaan.iyer199@example.com,West,2026-02-04
CUST000200,Kabir,Joshi,kabir.joshi200@example.com,South,2026-04-03
CUST000201,Ishaan,Joshi,ishaan.joshi201@example.com,West,2026-06-29
CUST000202,Arjun,Das,arjun.das202@example.com,Central,2027-01-10
CUST000203,Ananya,Chowdhury,ananya.chowdhury203@example.com,South,2026-09-21
CUST000204,Diya,Joshi,diya.joshi204@example.com,East,2026-04-28
CUST000205,Aditya,Gupta,aditya.gupta205@example.com,South,2027-11-24
CUST000206,Kabir,Verma,kabir.verma206@example.com,West,2026-01-15
CUST000207,Vihaan,Singh,vihaan.singh207@example.com,East,2027-11-20
CUST000208,Priya,Chowdhury,priya.chowdhury208@example.com,East,2026-04-21
CUST000209,Anika,Sharma,anika.sharma209@example.com,Central,2027-07-29
CUST000210,Ayaan,Kapoor,ayaan.kapoor210@example.com,North,2027-10-13
CUST000211,Diya,Kapoor,diya.kapoor211@example.com,West,2026-04-30
CUST000212,Vivaan,Sharma,vivaan.sharma212@example.com,East,2027-05-20
CUST000213,Vihaan,Reddy,vihaan.reddy213@example.com,Central,2026-05-19
CUST000214,Saanvi,Nair,saanvi.nair214@example.com,Central,2027-03-06
CUST000215,Arjun,Bhat,arjun.bhat215@example.com,West,2027-11-02
CUST000216,Anika,Mehta,anika.mehta216@example.com,West,2026-10-14
CUST000217,Kabir,Reddy,kabir.reddy217@example.com,West,2027-04-01
CUST000218,Kabir,Verma,kabir.verma218@example.com,East,2027-07-12
CUST000219,Kabir,Sharma,kabir.sharma219@example.com,West,2026-10-10
CUST000220,Vihaan,Chowdhury,vihaan.chowdhury220@example.com,West,2026-04-04
CUST000221,Aarav,Sharma,aarav.sharma221@example.com,East,2026-09-07
CUST000222,Reyansh,Verma,reyansh.verma222@example.com,Central,2026-08-01
CUST000223,Reyansh,Chowdhury,reyansh.chowdhury223@example.com,South,2026-12-03
CUST000224,Aarav,Iyer,aarav.iyer224@example.com,South,2026-05-14
CUST000225,Ananya,Das,ananya.das225@example.com,South,2026-04-23
CUST000226,Arjun,Sharma,arjun.sharma226@example.com,East,2026-09-01
CUST000227,Ishaan,Sharma,ishaan.sharma227@example.com,South,2026-09-29
CUST000228,Arjun,Joshi,arjun.joshi228@example.com,West,2027-06-23
CUST000229,Aditya,Singh,aditya.singh229@example.com,West,2027-01-06
CUST000230,Vihaan,Singh,vihaan.singh230@example.com,Central,2026-08-15
CUST000231,Vivaan,Joshi,vivaan.joshi231@example.com,Central,2026-11-05
CUST000232,Aarav,Sharma,aarav.sharma232@example.com,West,2027-02-16
CUST000233,Vihaan,Singh,vihaan.singh233@example.com,West,2026-03-17
CUST000234,Ishaan,Mehta,ishaan.mehta234@example.com,South,2026-03-09
CUST000235,Ananya,Mehta,ananya.mehta235@example.com,Central,2027-07-16
CUST000236,Priya,Mehta,priya.mehta236@example.com,Central,2026-10-29
CUST000237,Riya,Verma,riya.verma237@example.com,North,2027-11-02
CUST000238,Reyansh,Patel,reyansh.patel238@example.com,West,2026-08-22
CUST000239,Ishaan,Chowdhury,ishaan.chowdhury239@example.com,West,2027-02-13
CUST000240,Vihaan,Nair,vihaan.nair240@example.com,West,2026-11-17
CUST000241,Kabir,Gupta,kabir.gupta241@example.com,West,2026-03-10
CUST000242,Aditya,Verma,aditya.verma242@example.com,West,2026-04-09
CUST000243,Arjun,Rao,arjun.rao243@example.com,North,2027-08-24
CUST000244,Ishaan,Kapoor,ishaan.kapoor244@example.com,North,2027-02-25
CUST000245,Riya,Chowdhury,riya.chowdhury245@example.com,North,2026-10-22
CUST000246,Diya,Nair,diya.nair246@example.com,North,2027-08-15
CUST000247,Reyansh,Gupta,reyansh.gupta247@example.com,West,2026-08-18
CUST000248,Kabir,Chowdhury,kabir.chowdhury248@example.com,Central,2027-01-12
CUST000249,Ananya,Mehta,ananya.mehta249@example.com,South,2027-03-16
CUST000250,Aarav,Mehta,aarav.mehta250@example.com,East,2026-01-30
CUST000251,Ananya,Joshi,ananya.joshi251@example.com,East,2026-12-14
CUST000252,Aarav,Gupta,aarav.gupta252@example.com,South,2027-08-03
CUST000253,Priya,Verma,priya.verma253@example.com,South,2027-10-11
CUST000254,Aditya,Joshi,aditya.joshi254@example.com,Central,2026-08-09
CUST000255,Riya,Singh,riya.singh255@example.com,East,2026-06-11
CUST000256,Diya,Joshi,diya.joshi256@example.com,East,2027-08-05
CUST000257,Aditya,Bhat,aditya.bhat257@example.com,North,2026-06-09
CUST000258,Vivaan,Kapoor,vivaan.kapoor258@example.com,North,2026-10-06
CUST000259,Riya,Singh,riya.singh259@example.com,Central,2027-03-29
CUST000260,Ananya,Reddy,ananya.reddy260@example.com,Central,2026-04-27
CUST000261,Riya,Verma,riya.verma261@example.com,East,2027-11-26
CUST000262,Anika,Rao,anika.rao262@example.com,East,2026-02-16
CUST000263,Priya,Mehta,priya.mehta263@example.com,North,2026-01-08
CUST000264,Diya,Reddy,diya.reddy264@example.com,South,2026-09-19
CUST000265,Ishaan,Verma,ishaan.verma265@example.com,North,2027-05-25
CUST000266,Sai,Gupta,sai.gupta266@example.com,West,2027-06-30
CUST000267,Kabir,Verma,kabir.verma267@example.com,West,2026-02-13
CUST000268,Aarav,Singh,aarav.singh268@example.com,North,2026-11-17
CUST000269,Riya,Mehta,riya.mehta269@example.com,West,2027-10-18
CUST000270,Diya,Verma,diya.verma270@example.com,West,2026-01-22
CUST000271,Sai,Das,sai.das271@example.com,Central,2027-04-17
CUST000272,Aditya,Patel,aditya.patel272@example.com,North,2026-09-07
CUST000273,Priya,Rao,priya.rao273@example.com,North,2027-02-10
CUST000274,Ishaan,Reddy,ishaan.reddy274@example.com,East,2026-06-22
CUST000275,Vihaan,Rao,vihaan.rao275@example.com,Central,2026-07-18
CUST000276,Kabir,Joshi,kabir.joshi276@example.com,South,2026-08-30
CUST000277,Arjun,Iyer,arjun.iyer277@example.com,South,2026-06-27
CUST000278,Arjun,Das,arjun.das278@example.com,North,2026-07-01
CUST000279,Anika,Singh,anika.singh279@example.com,Central,2027-08-17
CUST000280,Ishaan,Chowdhury,ishaan.chowdhury280@example.com,East,2026-06-04
CUST000281,Aditya,Singh,aditya.singh281@example.com,West,2027-10-09
CUST000282,Ananya,Mehta,ananya.mehta282@example.com,North,2026-12-27
CUST000283,Aditya,Iyer,aditya.iyer283@example.com,West,2027-04-08
CUST000284,Vivaan,Nair,vivaan.nair284@example.com,East,2026-03-20
CUST000285,Aditya,Mehta,aditya.mehta285@example.com,Central,2027-06-04
CUST000286,Saanvi,Mehta,saanvi.mehta286@example.com,Central,2026-02-12
CUST000287,Reyansh,Nair,reyansh.nair287@example.com,Central,2027-05-03
CUST000288,Arjun,Sharma,arjun.sharma288@example.com,West,2026-04-16
CUST000289,Aditya,Rao,aditya.rao289@example.com,South,2026-02-10
CUST000290,Saanvi,Singh,saanvi.singh290@example.com,Central,2027-06-20
CUST000291,Sai,Nair,sai.nair291@example.com,East,2026-10-17
CUST000292,Riya,Das,riya.das292@example.com,East,2027-11-27
CUST000293,Vivaan,Das,vivaan.das293@example.com,East,2026-03-09
CUST000294,Vihaan,Rao,vihaan.rao294@example.com,West,2026-10-18
CUST000295,Arjun,Nair,arjun.nair295@example.com,North,2027-08-20
CUST000296,Kabir,Iyer,kabir.iyer296@example.com,West,2026-05-13
CUST000297,Aditya,Iyer,aditya.iyer297@example.com,Central,2027-01-21
CUST000298,Ishaan,Chowdhury,ishaan.chowdhury298@example.com,South,2027-11-18
CUST000299,Aditya,Kapoor,aditya.kapoor299@example.com,West,2027-06-05
CUST000300,Aarav,Nair,aarav.nair300@example.com,East,2026-07-04
CUST000301,Ishaan,Das,ishaan.das301@example.com,West,2026-07-16
CUST000302,Arjun,Gupta,arjun.gupta302@example.com,North,2026-10-30
CUST000303,Vivaan,Kapoor,vivaan.kapoor303@example.com,East,2027-09-25
CUST000304,Priya,Gupta,priya.gupta304@example.com,South,2026-07-05
CUST000305,Sai,Joshi,sai.joshi305@example.com,West,2026-02-14
CUST000306,Kabir,Kapoor,kabir.kapoor306@example.com,South,2027-03-31
CUST000307,Diya,Das,diya.das307@example.com,West,2026-08-28
CUST000308,Ayaan,Iyer,ayaan.iyer308@example.com,West,2026-07-18
CUST000309,Saanvi,Singh,saanvi.singh309@example.com,East,2027-01-27
CUST000310,Riya,Gupta,riya.gupta310@example.com,South,2027-09-12
CUST000311,Ananya,Sharma,ananya.sharma311@example.com,West,2027-01-16
CUST000312,Vihaan,Joshi,vihaan.joshi312@example.com,Central,2026-05-08
CUST000313,Aditya,Das,aditya.das313@example.com,South,2026-10-07
CUST000314,Arjun,Chowdhury,arjun.chowdhury314@example.com,West,2026-04-04
CUST000315,Saanvi,Bhat,saanvi.bhat315@example.com,East,2026-01-28
CUST000316,Vivaan,Patel,vivaan.patel316@example.com,Central,2027-01-18
CUST000317,Priya,Verma,priya.verma317@example.com,East,2026-08-18
CUST000318,Ishaan,Bhat,ishaan.bhat318@example.com,North,2027-10-28
CUST000319,Arjun,Gupta,arjun.gupta319@example.com,North,2026-10-21
CUST000320,Arjun,Das,  arjun@mail.com,West,2027-09-23
CUST000321,Aditya,Sharma,aditya.sharma321@example.com,East,2026-08-09
CUST000322,Riya,Verma,riya.verma322@example.com,East,2026-09-01
CUST000323,Vihaan,Sharma,vihaan.sharma323@example.com,South,2027-03-06
CUST000324,Saanvi,Verma,saanvi.verma324@example.com,North,2027-05-27
CUST000325,Aarav,Kapoor,aarav.kapoor325@example.com,Central,2027-08-12
CUST000326,Arjun,Iyer,arjun.iyer326@example.com,West,2026-01-02
CUST000327,Kabir,Reddy,kabir.reddy327@example.com,Central,2027-03-03
CUST000328,Aditya,Rao,aditya.rao328@example.com,East,2026-03-11
CUST000329,Aarav,Patel,aarav.patel329@example.com,West,2026-02-14
CUST000330,Priya,Nair,priya.nair330@example.com,East,2026-01-17
CUST000331,Aditya,Nair,aditya.nair331@example.com,South,2027-11-04
CUST000332,Vihaan,Das,vihaan.das332@example.com,Central,2026-12-07
CUST000333,Vivaan,Nair,vivaan.nair333@example.com,Central,2026-12-13
CUST000334,Sai,Chowdhury,sai.chowdhury334@example.com,West,2027-05-06
CUST000335,Sai,Das,sai.das335@example.com,South,2026-03-06
CUST000336,Vivaan,Iyer,vivaan.iyer336@example.com,South,2026-02-14
CUST000337,Vivaan,Nair,vivaan.nair337@example.com,East,2027-06-12
CUST000338,Anika,Iyer,anika.iyer338@example.com,North,2027-10-25
CUST000339,Diya,Nair,diya.nair339@example.com,North,2027-11-03
CUST000340,Ananya,Verma,ananya.verma340@example.com,East,2027-03-24
CUST000341,Saanvi,Bhat,saanvi.bhat341@example.com,West,2026-12-14
CUST000342,Anika,Joshi,anika.joshi342@example.com,West,2027-01-12
CUST000343,Ananya,Das,ananya.das343@example.com,North,2027-03-11
CUST000344,Riya,Mehta,riya.mehta344@example.com,South,2027-07-13
CUST000345,Ishaan,Verma,ishaanvermagmail.com,East,2027-11-08
CUST000346,Diya,Singh,diya.singh346@example.com,Central,2027-03-13
CUST000347,Saanvi,Nair,saanvi.nair347@example.com,West,2026-02-13
CUST000348,Riya,Iyer,riya.iyer348@example.com,North,2026-03-18
CUST000349,Priya,Nair,priya.nair349@example.com,Central,2027-11-27
CUST000350,Aarav,Gupta,aarav.gupta350@example.com,Central,2027-11-26
CUST000351,Vivaan,Gupta,vivaan.gupta351@example.com,North,2026-08-30
CUST000352,Kabir,Nair,kabir.nair352@example.com,West,2027-08-04
CUST000353,Arjun,Kapoor,arjun.kapoor353@example.com,West,2027-01-15
CUST000354,Saanvi,Das,saanvi.das354@example.com,North,2027-08-11
CUST000355,Kabir,Patel,kabir.patel355@example.com,East,2027-10-28
CUST000356,Ayaan,Verma,ayaan.verma356@example.com,North,2026-07-10
CUST000357,Priya,Bhat,priya.bhat357@example.com,Central,2026-05-01
CUST000358,Ananya,Joshi,ananya.joshi358@example.com,West,2026-08-08
CUST000359,Diya,Joshi,diya.joshi359@example.com,West,2026-07-24
CUST000360,Arjun,Chowdhury,arjun.chowdhury360@example.com,North,2027-04-08
CUST000361,Saanvi,Verma,saanvi.verma361@example.com,East,2027-11-15
CUST000362,Aditya,Rao,aditya.rao362@example.com,Central,2026-10-25
CUST000363,Sai,Joshi,sai.joshi363@example.com,South,2027-01-06
CUST000364,Ayaan,Verma,ayaan.verma364@example.com,South,2026-05-23
CUST000365,Anika,Sharma,anika.sharma365@example.com,East,2027-07-22
CUST000366,Kabir,Singh,kabir.singh366@example.com,Central,2026-05-13
CUST000367,Aditya,Verma,aditya.verma367@example.com,East,2027-02-12
CUST000368,Riya,Das,riya.das368@example.com,West,2027-08-12
CUST000369,Arjun,Nair,arjun.nair369@example.com,North,2027-04-06
CUST000370,Kabir,Gupta,kabir.gupta370@example.com,Central,2027-10-18
